text,rating,label,category
I love this! Sexy and stretchy! I ordered another one!,5.0,2,clothing
Love the colors. Enjoy wearing this around the house and running to the store occasionally.,5.0,2,clothing
"Liked the chain, fit on my pendant, just what I needed. Thanks very much",5.0,2,clothing
Always wanted a Tree of Life with chakra stones and got it with a  copper chain to boot. FAV!!! Love it. Didn’t expect the shorter chain accompanying it but appreciate it and kudos to you for the extra gift. The wire wrap looks great as do the stones. Very happy with my necklace!,5.0,2,clothing
Bought these for brother’s Christmas gift when I heard he was having calf problems. I’ve got an 8 pack of these myself so I can already attest to the comfort these socks can bring.,5.0,2,clothing
"The pendant I’d bought this chain for had an opening too small so I fiddled with the loop till I got the pendant on the chain. Not the normal action I take but I liked the chain and was tired of returning items. It looks great, it’s a keeper and let me tell you that you these things are strong material. I wrestled with that loop with my tools, very testy it was.",5.0,2,clothing
Nice necklace,5.0,2,clothing
Needed a necklace for a pendant and this fit it perfect,5.0,2,clothing
It’s a wonderful way to keep your gems gleaming.,5.0,2,clothing
"I'm always weary about jeans because I feel like they don't compliment my figure, but these fit pretty nice! Love the color, the stretch, a bit tight on my stomach, but I carry a lot of my weight in my belly. Overall great! Will buy again when these wear out!",5.0,2,clothing
3 pc purse set is worth purchasing!  Received several compliments!  The packaging is reminiscent of $500 product.,5.0,2,clothing
Was unaware this was an older model when purchased. These models topple over easily when standing upright. The new models are much nicer and sturdy.,2.0,0,clothing
Very nice and lots of compliments<br />Still not big enough for all my stuff,5.0,2,clothing
It was okay,3.0,1,clothing
Comfortable and I love the wide straps.,5.0,2,clothing
Comfort,5.0,2,clothing
These shoes were a waste of money. I don’t like to return items so I will give them to GoodWill,1.0,0,clothing
I dislocated my big toe in a car accident and my Podiatrist suggested Merrill shoes. Like walking on clouds.,5.0,2,clothing
Perfect size to hold all my stuff,5.0,2,clothing
"My Podiatrist suggest I wear hiking boots due to a bad toe injury from a car accident. I have never worn hiking boots, found these and they are snug and perfect.",5.0,2,clothing
Love these,5.0,2,clothing
I love the colors and the fit. I have received so many compliments from work about this time,5.0,2,clothing
Awesome fit and feeling especially after I dislocated and fractured my foot in a serious accident.,5.0,2,clothing
"At first I thought this pocketbook would be too small, but it’s not. It’s just right. Not too big and bulky and not too small. All of my stuff fits in this beautiful and unique pocketbook. Beautiful!",5.0,2,clothing
So comfortable!,5.0,2,clothing
Now my son has a good pair of winter snow boots.,5.0,2,clothing
My jokester son with Christmas decor on his head. He loved the shirt!,5.0,2,clothing
I bought these as a Christmas present for my son for his work. He said they were very comfortable!,5.0,2,clothing
My younger son loves this outfit!,5.0,2,clothing
Beautiful. I wore it to  work and received several compliments.,5.0,2,clothing
Comfortable!,5.0,2,clothing
Very classy,5.0,2,clothing
"Comfortable, but I thought there were pockets. Otherwise good product",4.0,2,clothing
My son loved the can it came in and the thick chain. It exceeded his expectations.,5.0,2,clothing
So comfortable! I don’t want to take it off. Perfect fit. Plan on buying another in a different color if available.,5.0,2,clothing
"A little tight, but once I wear them more, I will break them in. Beautiful and exactly what I pictured.",5.0,2,clothing
Very quick delivery. Looks small. Hope it fits under seat on Spirit. I read many reviews saying it fits on Spirit under the seat. Hope so.,4.0,2,clothing
VERY NICE,4.0,2,clothing
I love these shorts. They wash well I plan to purchase more in the future,5.0,2,clothing
Comfortable!,5.0,2,clothing
"Very comfortable, Just wondering how long that Velcro strap will last.<br />Also, I thought my toes would be more visible. Nevertheless, this is the first pair of heels I have worn in years due to a significant leg injury.",4.0,2,clothing
nice,5.0,2,clothing
comfortable!,5.0,2,clothing
"I wore this dress to my niece's graduation. I received so many compliments. When I told them Amazon, they were amazed<br /> The dress is also very comfortable.",5.0,2,clothing
Very Comfortable,5.0,2,clothing
I love these shoes! I have a severe knee problem in my right leg. I was tired of wearing tennis shoes with everything at work. I wore them the first day and they are so comfy and cute. Nice to show off my Pedi again.,5.0,2,clothing
Smaller than I thought.,3.0,1,clothing
Beautiful and lots of room. Exactly what I expected.,5.0,2,clothing
"Love the color combo, materials and fit.",5.0,2,clothing
Perfect for our weather and easy to put on and take off. Soft and warm!,5.0,2,clothing
"It is very stylish and any one at any age should like this , very fun",5.0,2,clothing
"not very comfortable, too tight",3.0,1,clothing
Absolutely love this coat! Good for 50-60’s temperature!,5.0,2,clothing
Comfy-pretty-fantastic!!!,5.0,2,clothing
Absolutely adorable and I love my new nightgown!!! It’s so pretty and tempted to get another one with a different pattern!!! TY TY TY!,5.0,2,clothing
Love SAKKAS!!! Always the best dresses and very pleased with this one!!! Thank you!!!,5.0,2,clothing
Love it for my hubbies golf!!! Stay away from that sunburn!!!,5.0,2,clothing
These are soooo comfortable and adorable… thank you so much!!!,5.0,2,clothing
These are my husband’s favorite socks and they keep your feet so warm and very comfortable,5.0,2,clothing
Very happy with our purchase and thank you!!!,5.0,2,clothing
Absolutely beautiful and great gift!!!,5.0,2,clothing
He loves them! Thank you!,5.0,2,clothing
Adorable! Comfortable! Light and love them!,5.0,2,clothing
Comfy and pretty... they are perfect! True to size,5.0,2,clothing
Perfect and holds your tummy in!!! Love them,5.0,2,clothing
Love them! Excellent product!!!,5.0,2,clothing
Excellent product!!!,5.0,2,clothing
Perfect for Star Wars fans!!! Thank you,5.0,2,clothing
Comfy and love them!!! Size 10 and fits perfect!!!,5.0,2,clothing
"They are not work pants as described, after you wash them fuzz is everywhere... I wish I could return them but I washed them already... they wrinkle... totally not happy with them :(",1.0,0,clothing
LOVE SAKKAS DRESSES!!! Cool and comfortable and absolutely beautiful... ty ty ty,5.0,2,clothing
Comfy comfy comfy and cute!!!,5.0,2,clothing
Love them! Darling and makes me feel thinner,5.0,2,clothing
It says 3/4 sleeve and it’s long sleeve :(((,1.0,0,clothing
Best glasses EVER,5.0,2,clothing
Love all of their dresses!!! Perfect everything and perfect for hot climate to stay cool and look and feel fabulous,5.0,2,clothing
Adorable and wear them all the time! Great quality and ty ty ty,5.0,2,clothing
Love this! My daughter adores you Shane!!!,5.0,2,clothing
Awesome shirt and comfortable! Long sleeves and love it for cold weather!,5.0,2,clothing
Great and beautiful!!! I love this suit and great quality,5.0,2,clothing
They just look ok... narrow by toes and no room to stretch,2.0,0,clothing
Beautiful and very comfortable! I feel great in it and might just by different color! I love it! Ty,5.0,2,clothing
Wasn’t cute on like pix,1.0,0,clothing
So precious and beautiful! Thank you so much!,5.0,2,clothing
Beautiful shirt... love the material and VERY feminine... ty ty ty,5.0,2,clothing
So cute and comfy... even sexy!!!,5.0,2,clothing
Adorable flip flops and comfortable! Little loose so if you have wide foot perfect,5.0,2,clothing
These are fabulous!!! Love them!!!,5.0,2,clothing
Comfy and well worth the money! Perfect for river rafting! Runs little big and it’s fine!!!,5.0,2,clothing
These are more like XS not XXL!!! Horrible!,1.0,0,clothing
I love it! Ty soooo much,5.0,2,clothing
Wayyyyy tooo small :(((,1.0,0,clothing
So cute,5.0,2,clothing
Adorable!,5.0,2,clothing
All of these dresses are beautiful and fit well!!! I have 8 of them ;),5.0,2,clothing
Cheap material... fades,1.0,0,clothing
Polyester crap material... shiny... not tshirt as described:((((,1.0,0,clothing
I am in love with these dresses and I feel so feminine and very comfortable in them,5.0,2,clothing
One of the prettiest dresses and most comfortable dresses I have ever owned,5.0,2,clothing
I love this dress!!!!,5.0,2,clothing
I absolutely love this dress,5.0,2,clothing
Absolutely perfect and beautiful,5.0,2,clothing
Sizing is wrong and runs super small... Horrible!,1.0,0,clothing
"Very comfortable, lightweight, and durable. I wear glasses when I play golf and these are perfect.",5.0,2,clothing
Didn’t like feel of fabric.  Too light weight.  Not long enough.  Returned.,2.0,0,clothing
"These house shoes fit perfectly.  They are comfortable and my feet do not slip around in them.  I wanted some that weren’t too flat or too tall, but had some cushiony memory foam.  These have the perfect amount of cushion.",5.0,2,clothing
"Great shirt, fits well. I got an xl. I am 6’3”, 200 pounds.",5.0,2,clothing
Great shirt. I love the design. Fast delivery. Very good quality.,5.0,2,clothing
"Very comfortable, fortunate to get a very good price.",5.0,2,clothing
Love the fit.,5.0,2,clothing
"Fits well, nice looking",5.0,2,clothing
Very comfortable,5.0,2,clothing
"Absolutely love them. Very comfortable, fits true to size.",5.0,2,clothing
"Very nice material, fits true to size. I am 6’3” 200, I purchased an xl",5.0,2,clothing
"Very good fit, comfortable,, and price was right!",5.0,2,clothing
Very good quality and price.,5.0,2,clothing
"Fits true to size. Very comfortable and warm, allows me to swing the golf club without restriction. Nice looking also.",5.0,2,clothing
"Cute shoes, granddaughter loves them",5.0,2,clothing
Very comfortable. You can wear them casual or dress up,5.0,2,clothing
"Very comfortable, fit is great for my wife foot.",5.0,2,clothing
They were too small to stretch over the toes of my shoes. I wear a size 10 shoe. They are not as slippery as other socks i have used.,3.0,1,clothing
Shoe looks good but really light weight and not enough support for what I needed.,2.0,0,clothing
Good price for a long necklace. It looks really good also.,5.0,2,clothing
Very nice looking wallet. Lots of room for various cards.,5.0,2,clothing
The laces look just like the ones we replaced. They are sturdy and a good length.,5.0,2,clothing
Nice and long. Very stylish. I don't really like the hood...it pulls on the shoulders too much.,4.0,2,clothing
Granddaughter loved them.,5.0,2,clothing
Slim line and sturdy material.,5.0,2,clothing
This was much smaller than usual. I will send it back.,2.0,0,clothing
This fit like it should and is very comfortable.  I have a lot of trouble with my feet and I love this shoe.,5.0,2,clothing
Very good quality. Fits great.,5.0,2,clothing
"This scarf has become one of my favorites. The silk is a medium weight and has great fluidity and softness (not stiff at all). The colors are vibrant and both sides of the scarf have the design. The edges are well finished. It is the perfect size for wearing in the hair as a headband, or around the neck. Thank you!",5.0,2,clothing
"I am a 10.5 and got the largest size. Unfortunately, they were too small for me. They are very cushy and cute.",3.0,1,clothing
"I ordered three pairs of these in (black, m), (purple, m) and (mysterious green, s) for myself and two daughters.  The pants are great in terms of quality, style, fit ect.  My only issue is that the mysterious green color is more of a grey green and we were expecting it to be more turquoise base on the color in the picture.  Color aside, these are great pants and still look like new after a day of waterslides at the indoor water park we visited this past December.  I prefer not to show too much skin for myself and my daughters, these cover nicely and are still figure flattering🙂",4.0,2,clothing
"I ordered a medium in pink and grey.  I usually wear medium size, however these are pretty big and fit more like large t shirts than dresses.  I'll still wear them with legging under, but the look is not really like the picture suggests... maybe I should have went for small or x small.",4.0,2,clothing
"I bought this for my son, who is nine.  It's a bit large on him, but would fit an adult just fine.  It is comfortable and keep him very warm while ice skating or playing in the snow.",5.0,2,clothing
"I love the dress, nice comfortable, stretchy material and can be worn all year around.  It's light weight, but can be worn with layers in the winter.  The colors are beautiful and don't fade fast.  I bought five of these in different colors and have washed some of them a few times.  I took off one star due to the dress being so long.  I am about 5'4&#34;/140 lbs., which I consider to be average.  Both the medium and the small are too long.  They are about the same length, with the small being just slightly tighter around the waist.  I wear them with high heel boots.  However, I prefer flats for day to day, and so will get some of them hemmed which will be an additional cost.",4.0,2,clothing
A must have for prom night. My niece loved it.,5.0,2,clothing
"I am tall and swimsuit ms are a hit & miss. I wear a size 4/6 in clothes. I ordered a medium (8/10) in this swimsuit bec of my height. . Fits great. Baggie in the butt. It’s not the swimsuit,  as my Nannie would say, “I have no butt at all!” I’m buttless.",5.0,2,clothing
Great shirt and show!,5.0,2,clothing
Matching T-shirt to my Chiweenie’s sailor outfit. Couldn’t help myself.  Love it.,5.0,2,clothing
"Did fit as promised. Ordered XL, would stay on daddy’s feet. He is in a nursing home and needed slipper socks.",1.0,0,clothing
"This has become my favorite bra.  Not only is it comfortable, it is exceedingly supportive and natural looking.",5.0,2,clothing
I love the cut out design.  It makes the top more fashionable and interesting.  The color is spectacular.,3.0,1,clothing
"I have been saving this top  for my grandson’s wedding rehearsal dinner.  The color is spectacular, and the pearls really dress it up. It was a big hit.",5.0,2,clothing
"Not too plain, not too fancy.  Perfect for friend or family gatherings.  The sleeves make this top very attractive.",4.0,2,clothing
"This little cape let the perfect accessory.  Not frilly, not boring, just the right touch.",4.0,2,clothing
"I have a pair of low heeled black patent leather dress shoes that I haven’t worn in over 30 years.  I am thankful I never got rid of them.  They were quality, American made shoes that were my default backup.  I have a wedding to attend, so I decided to get some fancy, sparkly shoes.  After trying many on, I decided to bring out the old shoes.  They were badly scuffed, and I wasn’t sure they could be restored.  This polish  performed a miracle.  They look brand new!",5.0,2,clothing
"I refuse to continue torturing myself with underwire bras.  The problem is finding a good wire-free support bra.  After trying more than 2 dozen bras, I find that it’s the best of all of them, even though it is just adequate.",3.0,1,clothing
This bra does an adequate job of providing support.  It is just as effective as much higher priced wire-free bras.,3.0,1,clothing
"I have decided to stop torturing myself with underwire bras.  Wire-free bras do not offer good support, but this bra does an adequate job.",3.0,1,clothing
"I got this necklace to wear with a black mock turtleneck, black pants, and metallic silver jacket.  The sparkle really sets off the outfit.  Good price.",5.0,2,clothing
"This is a very lovely capelet, with subtle, tasteful sparkle.",3.0,1,clothing
"I got this trinket box to hold a gift card gift.  As beautiful as it is, the card could not fit in the box.",4.0,2,clothing
"Carhartt clothing is excellent quality, non-shrinking, and attractive.  The only t shirts my husband will wear.",5.0,2,clothing
Nice casual and comfortable  item to wear around the house.  Good value.,5.0,2,clothing
"I love my soft, cuddly robe.  I like the buttons much more than a zipper or snaps.  It fits very nicely.  My only problem is that they’re no longer available.  I really wanted a lavender robe, too.",5.0,2,clothing
This bra was very unflattering and uncomfortable.,1.0,0,clothing
This bra was unflattering and uncomfortable.,1.0,0,clothing
"This bra was not exactly too large, it was not flattering or comfortable.",1.0,0,clothing
"This bra wasn’t too large or small, it just wasn’t comfortable.",1.0,0,clothing
"These jeans were not exactly too small, they were just not comfortable.",1.0,0,clothing
"These jeans were not exactly too small, they were just not comfortable.",1.0,0,clothing
"These jeans were not very comfortable and way too expensive.  With the Carhartt name, I expected more comfort.",1.0,0,clothing
It is hard to find front closure bras.  Arthritis makes common closures difficult for me.  The t-straps keeps them from slipping off of my shoulders.  It fits nicely and is comfortable.,4.0,2,clothing
"We got these jeans through Prime Wardrobe.  There were name brand jeans that were more expensive, and didn’t fit as well.  My husband is so pleased with their comfort that he had me order another pair right away.  His new favorite.",5.0,2,clothing
"I expected this robe to be much warmer than it is.  It’s not soft and fluffy, and the zipper sticks.",3.0,1,clothing
"I have never bought the Glamorize brand bra before, but I was attracted by the front closure.  It fits well and gives nice support and it’s comfortable.  The price was a factor too.",5.0,2,clothing
"I have never bought the Glamorize bra before, but the front closure interested me.  The arm traps stay put, and the back is wider and more comfortable.  Good value and good fit.",5.0,2,clothing
I use this to keep my sunglasses near the front door.  I have a pair for driving and a pair for traveling on foot.  Now I can keep them in one spot so I know where they are all the time.  Having a 2 in 1 is more convenient than 2 single eyeglass holder.,5.0,2,clothing
We got this cap as a gag gift who has lost his hair due to chemotherapy.  He loves it and wears it every day.,5.0,2,clothing
These socks look adorable AND smell adorable!  They are candy cane scented.,5.0,2,clothing
We gave these shoe horns out for Christmas and they were a huge hit.  Who can't use a shoehorn at times.,5.0,2,clothing
Cheap material stretches out of shape.,3.0,1,clothing
"Nice leather texture, perfect size.",5.0,2,clothing
"I got this tee shirt for a relative as a gift.  He loves the material, the fit, and the sentiment.",5.0,2,clothing
Great way of expanding bras that have become too snug. Way cheaper than new bras.,5.0,2,clothing
A big hit with my grandkids!,5.0,2,clothing
These socks are a big hit with my grandkids.,5.0,2,clothing
"Beautiful sweater. I was set to return it, but my husband loves it.",5.0,2,clothing
Very nice quality sweater.,5.0,2,clothing
Cute &#34;ugly Christmas&#34; sweatshirt.,5.0,2,clothing
nice quality boxes at a good price.,5.0,2,clothing
Nice size and easy to use.  Made of quality material.,5.0,2,clothing
Nice quality fabric and beautiful color.  Very comfortable.,5.0,2,clothing
Very nice gift box.  Good value.,5.0,2,clothing
Fits well and nice quality fabric.,5.0,2,clothing
Fits well and good quality fabric.,5.0,2,clothing
Very nice quality chains.,5.0,2,clothing
"I like these gloves a lot, but they are not the fabric I expected.  They feel like a jersey knit.",5.0,2,clothing
"This is a very nice quality fabric, but it fit a little smaller than the normal 2X size.",5.0,2,clothing
Very nice quality material and a lot of fun to wear.  My grandchildren aren't so happy when I wear it.,5.0,2,clothing
"I love the skeleton socks.  They were a little expensive, but I think they were worth the extra money because they are so unique.",5.0,2,clothing
I love my novelty scarf.  It will be a conversation piece wherever I go.,5.0,2,clothing
I've never worn a minimizer bra before but this bra is the most comfortable and supportive bra I've ever worn.  I love the natural shape they give me.  I always have trouble finding a bra with short enough straps that they won't fall down on me.  This bra has one piece straps that can be adjusted as short as you want.  This is my new everyday bra.,5.0,2,clothing
These are the only casual shoes my husband will wear.  They are very comfortable and last a long time.,5.0,2,clothing
I love my mocassins.  They are very comfortable and of high quality.,5.0,2,clothing
Nice quality fabric.  Comfortable to sleep in.  Fairly priced.,4.0,2,clothing
Poor quality fabric.,2.0,0,clothing
"These briefs are hard to find in brick and mortar stores, but they are on the expensive side..",4.0,2,clothing
The quality of these mocassins is excellent.  They are the only shoe my husband will wear.  I order several pairs every year.,5.0,2,clothing
"I was worried about buying shoes via the internet, but I have to say I couldn't be happier with my new walking shoes.  Many years ago, I had Saucony walkers, and now that I'm walking again I thought I'd go with a brand I like.  I need a wide shoe which can be hard to find and Saucony had my size.  These shoes couldn't fit better if they were custom made.  No break-in period necessary....I've been wearing them every day for weeks now.",5.0,2,clothing
Bad. They all fall off.,1.0,0,clothing
Clicked into place once. Stopped after that and falls off. Fell on the street 3rd day I had it. waste of money which I’d like back.,1.0,0,clothing
Came apart the second time worn. Charm was lost my daughter threw away.,1.0,0,clothing
Was already in a million peices when my daughter received she threw out waste and horrible craftsmanship. Still finding beads and crap all over the house. Wasn’t cheap other.,1.0,0,clothing
Did not know what to expect. Gifted this to my sister in law and I must say. It’s really beautiful.<br />I’m buying one for myself.,5.0,2,clothing
Very poorly made. Zippers got stuck first week - broke. It’s useless.,1.0,0,clothing
For the price - this is a great buy!  Bought this for my daughter. Loves it!<br />Really well made and beautiful.,5.0,2,clothing
"Amazon essential packable jacket.  Fiber filled.  Comes with a packing bag, but there is NO WAY you can get it into that tiny bag.  Tried pressure rolling, stuffing, etc.  Just no way.  So I'll use the bag for something else.  The jacket is warm, but lightweight.  It will be stuffed into my backpack for travel.  Zipper works well, pockets are zippered.  No hood.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",4.0,2,clothing
"I purchased this robe for a cruise - and it's beautiful.  Lightweight, but functional in covering you up.  Has pockets and a tie inside with a an outside tie too.  The print is beautiful.  Feel like a million bucks when I wear it.  I am 5'7"" and it hits at the bottom of my feet - so it is long.  Washed and dried beautifully. Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",5.0,2,clothing
"I am 5'7"" - usually wear a 14/16 or 0x/1x and 38 E/F.  I purchased the XXL plus, even though it was 'suggested' the XL would fit me.  Glad I did.  I don't like tight pjs!  These are fitted, but not too snug at the XXL.  I think they may run a bit small, plus I always like a bigger top than bottom for my personal choice.  The material is 95% poly and 5% elastane.  There is a tiny bit of stretch, but not a lot.  They are satin like.  The top is a spaghetti strap (very tiny straps) with NO adjustment tabs.  The waist on the pant is a wider elastic, also no adjustment string.  The 'robe' is fully open, no buttons or ties, no pockets.  I purchased to take on a cruise - I think it will be ok, but I think I will sew on a tie for the robe.  Wish it had pockets, those are always handy.  The print and colors are just about exactly what you see in the pictures on my laptop anyway.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",4.0,2,clothing
"First, this is a TWO piece set, NOT a 3 piece robe, chemise and shorts.  It's ONLY the robe and chemise.  I am 5'7"", usually wear a 14/16 or 0x/1x, I am a 38E/F.  With those numbers and reading reviews, I chose the xxlarge. It was exactly right.  The chemise has adjustable straps with a lot of adjustability - numbers of inches.  It's a bit shorter than I would like, above my knee with straps adjusted about 3"".  The robe is roomy, with an inner strap to tie and then the side straps that are sewn on each side - which I LOVE.  I HATE a loose tie.  The bummer is that there are NO pockets!  That is really ... Meh.  But it's not a deal breaker.  I purchased to take on a cruise and I was looking for something that didn't wrinkle.  This is a PERFECT liquid nylon knit that is very easy to wash, dry and just throw into a suitcase.  I love the black/flower print.  I preferred one of the other black flower prints, but the smaller flower print was available in the xxlarge and the sizing is way more important to me. It is a slinky, comfortable and attractive on in my opinion.  I think it will be a terrific travel piece, however, with no pockets - I hesitate to purchase any others.  Also, even tho the listing notes it is a 3 pc set, it is NOT.  It is 2 pc, robe and chemise.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",5.0,2,clothing
"I love this t.  I am 5'7"" usually wear a 14/16 or 0x/1x, 38E/F.  I purchased the XXlarge and it fits perfectly for me. I don't like a tight fit so I always go for what I hope will be a little looser fit, thus the xxlarge.  It washed and dried perfectly (I dried on very low and hung).  It's a thinner, softer jersey material, but not see through.  The grey is a darker heather.  I love it.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 24,000 likes. Bottom line, I pay for all my stuff, just like you do.",5.0,2,clothing
"These are great compression cubes for packing.  It's organized and helps to keep things smaller with compression.  They are washable too.  Zipper closures.  Love them.   Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including over 24,000 likes. Bottom line, I pay for all my stuff, just like you do.",5.0,2,clothing
"These are so unique and fun!  Easy to pull one - for me the sizing was spot on.  The goring is bright orange, which I didn't catch initially - but it kinda grows on you.  They are comfortable to walk in - so far so good -  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - nearly 6,000 reviews posted, viewed over 50,000 times, and over 24,000 likes. I pay for all my stuff, just like you do.",5.0,2,clothing
"It's a really comfortable set. However, they deal breaker was the length.  I am 5'7"", not super tall, usually wear 'regular' length.  But these are ridiculously too short.  Too bad. I probably would have purchased other colors too if not for the length.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - nearly 6,000 reviews posted, viewed over 50,000 times, and over 24,000 likes. I pay for all my stuff, just like you do.",3.0,1,clothing
"Ok.. I am 5'7"" wear a 14/16 or 0x/1x  - 38E/F.  The swiss dots are large, as shown in photos.  The sleeves have buttons and button holes - which is a little different than I expected - thought sleeves were a bit bell shaped.  But even with the sleeves buttoned, they are still quite loose at the wrist.  I ordered the XL and it fits nicely.  It washed and dried nicely in the machine - washed delicate, dried on extra low.  No wrinkles. I think it will make a nice, non-sparkly holiday blouse.   Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - nearly 6,000 reviews posted, viewed over 50,000 times, and over 24,000 likes. I pay for all my stuff, just like you do.",5.0,2,clothing
